,Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Quarter,TemperatureBand,CPIBand,UnemploymentBand,Fuel_PriceBand
1264,9,2012-05-25,547226.0,0,79.69,3.561,225.4944288,5.539,2,4,4,1,3
1265,9,2012-06-01,583648.59,0,80.26,3.501,225.4946078,5.539,2,4,4,1,3
1266,9,2012-06-08,582525.42,0,78.91,3.452,225.4947868,5.539,2,4,4,1,3
1267,9,2012-06-15,564606.1,0,82.21,3.393,225.5070634,5.539,2,4,4,1,2
1268,9,2012-06-22,562173.12,0,81.05,3.346,225.5495841,5.539,2,4,4,1,2
1269,9,2012-06-29,544770.7,0,87.18,3.286,225.5921049,5.539,2,4,4,1,2
1270,9,2012-07-06,578790.36,0,84.15,3.227,225.6346256,5.277,3,4,4,1,2
1271,9,2012-07-13,536537.64,0,82.39,3.256,225.6771463,5.277,3,4,4,1,2
1272,9,2012-07-20,513991.57,0,83.39,3.311,225.6871121,5.277,3,4,4,1,2
1273,9,2012-07-27,495951.0,0,86.41,3.407,225.6970779,5.277,3,4,4,1,2
1274,9,2012-08-03,533887.54,0,90.23,3.417,225.7070437,5.277,3,4,4,1,2
1275,9,2012-08-10,538713.47,0,88.66,3.494,225.7170094,5.277,3,4,4,1,3
1276,9,2012-08-17,535153.47,0,86.37,3.571,225.7995323,5.277,3,4,4,1,3
1277,9,2012-08-24,572887.78,0,77.9,3.62,225.9364729,5.277,3,4,4,1,3
1278,9,2012-08-31,576879.15,0,80.71,3.638,226.0734135,5.277,3,4,4,1,3
1279,9,2012-09-07,565812.29,1,87.93,3.73,226.2103541,5.277,3,4,4,1,3
1280,9,2012-09-14,523427.35,0,73.55,3.717,226.3567545,5.277,3,3,4,1,3
1281,9,2012-09-21,533756.88,0,69.92,3.721,226.5599138,5.277,3,3,4,1,3
1282,9,2012-09-28,516361.06,0,76.8,3.666,226.7630732,5.277,3,4,4,1,3
1283,9,2012-10-05,606755.3,0,66.61,3.617,226.9662325,4.954,4,3,4,1,3
1284,9,2012-10-12,558464.8,0,60.09,3.601,227.1693919,4.954,4,2,4,1,3
1285,9,2012-10-19,542009.46,0,68.01,3.594,227.214288,4.954,4,3,4,1,3
1286,9,2012-10-26,549731.49,0,69.52,3.506,227.2328068,4.954,4,3,4,1,3
1287,10,2010-02-05,2193048.75,0,54.34,2.962,126.4420645,9.765,1,2,1,4,2
1288,10,2010-02-12,2176028.52,1,49.96,2.828,126.4962581,9.765,1,2,1,4,1
1289,10,2010-02-19,2113432.58,0,58.22,2.915,126.5262857,9.765,1,2,1,4,1
1290,10,2010-02-26,2006774.96,0,52.77,2.825,126.5522857,9.765,1,2,1,4,1
1291,10,2010-03-05,1987090.09,0,55.92,2.877,126.5782857,9.765,1,2,1,4,1
1292,10,2010-03-12,1941346.13,0,52.33,3.034,126.6042857,9.765,1,2,1,4,2
1293,10,2010-03-19,1946875.06,0,61.46,3.054,126.6066452,9.765,1,2,1,4,2
1294,10,2010-03-26,1893532.46,0,60.05,2.98,126.6050645,9.765,1,2,1,4,2
1295,10,2010-04-02,2138651.97,0,63.66,3.086,126.6034839,9.524,2,3,1,4,2
1296,10,2010-04-09,2041069.37,0,65.29,3.004,126.6019032,9.524,2,3,1,4,2
1297,10,2010-04-16,1826241.44,0,69.74,3.109,126.5621,9.524,2,3,1,4,2
1298,10,2010-04-23,1829521.83,0,66.42,3.05,126.4713333,9.524,2,3,1,4,2
1299,10,2010-04-30,1790694.59,0,69.76,3.105,126.3805667,9.524,2,3,1,4,2
1300,10,2010-05-07,1921432.16,0,71.06,3.127,126.2898,9.524,2,3,1,4,2
1301,10,2010-05-14,1808056.41,0,73.88,3.145,126.2085484,9.524,2,3,1,4,2
1302,10,2010-05-21,1847613.58,0,78.32,3.12,126.1843871,9.524,2,4,1,4,2
1303,10,2010-05-28,1904618.17,0,76.67,3.058,126.1602258,9.524,2,4,1,4,2
1304,10,2010-06-04,1931406.28,0,82.82,2.941,126.1360645,9.524,2,4,1,4,2
1305,10,2010-06-11,1827521.71,0,89.67,3.057,126.1119032,9.524,2,4,1,4,2
1306,10,2010-06-18,1837636.24,0,83.49,2.935,126.114,9.524,2,4,1,4,2
1307,10,2010-06-25,1768172.31,0,90.32,3.084,126.1266,9.524,2,4,1,4,2
1308,10,2010-07-02,1845893.87,0,92.89,2.978,126.1392,9.199,3,4,1,4,2
1309,10,2010-07-09,1769793.37,0,91.03,3.1,126.1518,9.199,3,4,1,4,2
1310,10,2010-07-16,1828052.47,0,91.8,2.971,126.1498065,9.199,3,4,1,4,2
1311,10,2010-07-23,1831676.03,0,88.44,3.112,126.1283548,9.199,3,4,1,4,2
1312,10,2010-07-30,1832664.03,0,85.03,3.017,126.1069032,9.199,3,4,1,4,2
1313,10,2010-08-06,1949236.09,0,86.13,3.123,126.0854516,9.199,3,4,1,4,2
1314,10,2010-08-13,1962996.7,0,88.37,3.049,126.064,9.199,3,4,1,4,2
1315,10,2010-08-20,1983190.56,0,89.88,3.041,126.0766452,9.199,3,4,1,4,2
1316,10,2010-08-27,1727565.42,0,84.99,3.022,126.0892903,9.199,3,4,1,4,2
1317,10,2010-09-03,1766331.45,0,83.8,3.087,126.1019355,9.199,3,4,1,4,2
1318,10,2010-09-10,1720530.23,1,84.04,2.961,126.1145806,9.199,3,4,1,4,2
1319,10,2010-09-17,1716755.78,0,85.52,3.028,126.1454667,9.199,3,4,1,4,2
1320,10,2010-09-24,1655036.75,0,85.75,2.939,126.1900333,9.199,3,4,1,4,2
1321,10,2010-10-01,1645892.97,0,86.01,3.001,126.2346,9.003,4,4,1,4,2
1322,10,2010-10-08,1772192.42,0,77.04,2.924,126.2791667,9.003,4,4,1,4,1
1323,10,2010-10-15,1703850.25,0,75.48,3.08,126.3266774,9.003,4,4,1,4,2
1324,10,2010-10-22,1740234.06,0,68.12,3.014,126.3815484,9.003,4,3,1,4,2
1325,10,2010-10-29,1741308.56,0,68.76,3.13,126.4364194,9.003,4,3,1,4,2
1326,10,2010-11-05,1832211.96,0,71.04,3.009,126.4912903,9.003,4,3,1,4,2
1327,10,2010-11-12,1895901.59,0,61.24,3.13,126.5461613,9.003,4,2,1,4,2
1328,10,2010-11-19,1949177.13,0,58.83,3.047,126.6072,9.003,4,2,1,4,2
1329,10,2010-11-26,2939946.38,1,55.33,3.162,126.6692667,9.003,4,2,1,4,2
1330,10,2010-12-03,2251206.64,0,51.17,3.041,126.7313333,9.003,4,2,1,4,2
1331,10,2010-12-10,2411790.21,0,60.51,3.091,126.7934,9.003,4,2,1,4,2
1332,10,2010-12-17,2811646.85,0,59.15,3.125,126.8794839,9.003,4,2,1,4,2
1333,10,2010-12-24,3749057.69,0,57.06,3.236,126.9835806,9.003,4,2,1,4,2
1334,10,2010-12-31,1707298.14,1,49.67,3.148,127.0876774,9.003,4,2,1,4,2
1335,10,2011-01-07,1714309.9,0,43.43,3.287,127.1917742,8.744,1,1,1,4,2
1336,10,2011-01-14,1710803.59,0,49.98,3.312,127.3009355,8.744,1,2,1,4,2
1337,10,2011-01-21,1677556.18,0,56.75,3.336,127.4404839,8.744,1,2,1,4,2
1338,10,2011-01-28,1715769.05,0,53.03,3.231,127.5800323,8.744,1,2,1,4,2
1339,10,2011-02-04,1968045.91,0,44.88,3.348,127.7195806,8.744,1,1,1,4,2
1340,10,2011-02-11,2115408.31,1,51.51,3.381,127.859129,8.744,1,2,1,4,2
1341,10,2011-02-18,2106934.55,0,61.77,3.43,127.99525,8.744,1,2,1,4,2
1342,10,2011-02-25,1967996.71,0,53.59,3.398,128.13,8.744,1,2,1,4,2
1343,10,2011-03-04,1958003.19,0,56.96,3.674,128.26475,8.744,1,2,1,4,3
1344,10,2011-03-11,1933469.15,0,64.22,3.63,128.3995,8.744,1,3,1,4,3
1345,10,2011-03-18,1884734.31,0,70.12,3.892,128.5121935,8.744,1,3,1,4,4
1346,10,2011-03-25,1815798.85,0,62.53,3.716,128.6160645,8.744,1,2,1,4,3
1347,10,2011-04-01,1827733.18,0,67.64,3.772,128.7199355,8.494,2,3,1,3,4
1348,10,2011-04-08,1870720.73,0,73.03,3.818,128.8238065,8.494,2,3,1,3,4
1349,10,2011-04-15,1781767.22,0,61.05,4.089,128.9107333,8.494,2,2,1,3,4
1350,10,2011-04-22,2004831.14,0,75.93,3.917,128.9553,8.494,2,4,1,3,4
1351,10,2011-04-29,1873646.34,0,73.38,4.151,128.9998667,8.494,2,3,1,3,4
1352,10,2011-05-06,1841369.99,0,73.56,4.193,129.0444333,8.494,2,3,1,3,4
1353,10,2011-05-13,1712995.44,0,74.04,4.202,129.089,8.494,2,3,1,3,4
1354,10,2011-05-20,1720908.01,0,72.62,3.99,129.0756774,8.494,2,3,1,3,4
1355,10,2011-05-27,1743000.38,0,78.62,3.933,129.0623548,8.494,2,4,1,3,4
1356,10,2011-06-03,1792210.89,0,81.87,3.893,129.0490323,8.494,2,4,1,3,4
1357,10,2011-06-10,1740063.1,0,84.57,3.981,129.0357097,8.494,2,4,1,3,4
1358,10,2011-06-17,1817934.76,0,87.96,3.935,129.0432,8.494,2,4,1,3,4
1359,10,2011-06-24,1711813.13,0,90.69,3.807,129.0663,8.494,2,4,1,3,4
1360,10,2011-07-01,1751369.75,0,95.36,3.842,129.0894,8.257,3,4,1,3,4
1361,10,2011-07-08,1699708.38,0,88.57,3.793,129.1125,8.257,3,4,1,3,4
1362,10,2011-07-15,1775068.4,0,86.01,3.779,129.1338387,8.257,3,4,1,3,4
1363,10,2011-07-22,1774342.61,0,88.59,3.697,129.1507742,8.257,3,4,1,3,3
1364,10,2011-07-29,1745841.33,0,86.75,3.694,129.1677097,8.257,3,4,1,3,3
1365,10,2011-08-05,1886299.98,0,89.8,3.803,129.1846452,8.257,3,4,1,3,4
1366,10,2011-08-12,1917397.63,0,85.61,3.794,129.2015806,8.257,3,4,1,3,4
1367,10,2011-08-19,1954849.68,0,87.4,3.743,129.2405806,8.257,3,4,1,3,4
1368,10,2011-08-26,1728399.07,0,91.59,3.663,129.2832581,8.257,3,4,1,3,3
1369,10,2011-09-02,1758587.35,0,91.61,3.798,129.3259355,8.257,3,4,1,3,4
1370,10,2011-09-09,1670579.82,1,89.06,3.771,129.3686129,8.257,3,4,1,3,4
1371,10,2011-09-16,1650894.3,0,77.49,3.784,129.4306,8.257,3,4,1,3,4
1372,10,2011-09-23,1685910.53,0,82.51,3.789,129.5183333,8.257,3,4,1,3,4
1373,10,2011-09-30,1627707.31,0,82.27,3.877,129.6060667,8.257,3,4,1,3,4
1374,10,2011-10-07,1788227.6,0,75.01,3.827,129.6938,7.874,4,4,1,2,4
1375,10,2011-10-14,1704753.02,0,70.27,3.698,129.7706452,7.874,4,3,1,2,3
1376,10,2011-10-21,1745928.56,0,77.91,3.842,129.7821613,7.874,4,4,1,2,4
1377,10,2011-10-28,1771792.97,0,72.79,3.843,129.7936774,7.874,4,3,1,2,4
1378,10,2011-11-04,1904438.59,0,68.57,3.828,129.8051935,7.874,4,3,1,2,4
1379,10,2011-11-11,2076570.84,0,55.28,3.677,129.8167097,7.874,4,2,1,2,3
1380,10,2011-11-18,1869087.85,0,58.97,3.669,129.8268333,7.874,4,2,1,2,3
1381,10,2011-11-25,2950198.64,1,60.68,3.76,129.8364,7.874,4,2,1,2,4
1382,10,2011-12-02,2068097.18,0,57.29,3.701,129.8459667,7.874,4,2,1,2,3
1383,10,2011-12-09,2429310.9,0,42.58,3.644,129.8555333,7.874,4,1,1,2,3
1384,10,2011-12-16,2555031.18,0,50.53,3.489,129.8980645,7.874,4,2,1,2,3
1385,10,2011-12-23,3487986.89,0,48.36,3.541,129.9845484,7.874,4,2,1,2,3
1386,10,2011-12-30,1930690.37,1,48.92,3.428,130.0710323,7.874,4,2,1,2,2
1387,10,2012-01-06,1683401.78,0,59.85,3.443,130.1575161,7.545,1,2,1,2,2
1388,10,2012-01-13,1711562.73,0,51.0,3.477,130.244,7.545,1,2,1,2,3
1389,10,2012-01-20,1675562.94,0,54.51,3.66,130.2792258,7.545,1,2,1,2,3
1390,10,2012-01-27,1632406.0,0,53.59,3.675,130.3144516,7.545,1,2,1,2,3
1391,10,2012-02-03,1867403.01,0,56.85,3.543,130.3496774,7.545,1,2,1,2,3
1392,10,2012-02-10,2218595.8,1,55.73,3.722,130.3849032,7.545,1,2,1,2,3
1393,10,2012-02-17,2168709.76,0,54.12,3.781,130.4546207,7.545,1,2,1,2,4
1394,10,2012-02-24,2039415.74,0,56.02,3.95,130.5502069,7.545,1,2,1,2,4
1395,10,2012-03-02,1990371.02,0,57.62,3.882,130.6457931,7.545,1,2,1,2,4
1396,10,2012-03-09,1917483.1,0,57.65,3.963,130.7413793,7.545,1,2,1,2,4
1397,10,2012-03-16,1930814.66,0,62.11,4.273,130.8261935,7.545,1,2,1,2,4
1398,10,2012-03-23,1837457.69,0,56.54,4.288,130.8966452,7.545,1,2,1,2,4
1399,10,2012-03-30,1815760.42,0,67.92,4.294,130.9670968,7.545,1,3,1,2,4
1400,10,2012-04-06,2163384.17,0,65.99,4.282,131.0375484,7.382,2,3,1,2,4
1401,10,2012-04-13,1974687.51,0,70.28,4.254,131.108,7.382,2,3,1,2,4
1402,10,2012-04-20,1777166.53,0,67.75,4.111,131.1173333,7.382,2,3,1,2,4
1403,10,2012-04-27,1712987.56,0,80.11,4.088,131.1266667,7.382,2,4,1,2,4
1404,10,2012-05-04,1821364.42,0,77.02,4.058,131.136,7.382,2,4,1,2,4
1405,10,2012-05-11,1792345.3,0,76.03,4.186,131.1453333,7.382,2,4,1,2,4
1406,10,2012-05-18,1795152.73,0,85.19,4.308,131.0983226,7.382,2,4,1,2,4
1407,10,2012-05-25,1830939.1,0,86.03,4.127,131.0287742,7.382,2,4,1,2,4
1408,10,2012-06-01,1767471.48,0,80.06,4.277,130.9592258,7.382,2,4,1,2,4
1409,10,2012-06-08,1840491.41,0,86.87,4.103,130.8896774,7.382,2,4,1,2,4
1410,10,2012-06-15,1811562.88,0,88.58,4.144,130.8295333,7.382,2,4,1,2,4
1411,10,2012-06-22,1755334.18,0,89.92,4.014,130.7929,7.382,2,4,1,2,4
1412,10,2012-06-29,1707481.9,0,91.36,3.875,130.7562667,7.382,2,4,1,2,4
1413,10,2012-07-06,1805999.79,0,86.87,3.666,130.7196333,7.17,3,4,1,2,3
1414,10,2012-07-13,1765571.91,0,89.8,3.723,130.683,7.17,3,4,1,2,3
1415,10,2012-07-20,1869967.03,0,84.45,3.589,130.7012903,7.17,3,4,1,2,3
1416,10,2012-07-27,1817603.66,0,83.98,3.769,130.7195806,7.17,3,4,1,2,4
1417,10,2012-08-03,1939440.09,0,84.76,3.595,130.737871,7.17,3,4,1,2,3
1418,10,2012-08-10,1880436.94,0,90.78,3.811,130.7561613,7.17,3,4,1,2,4
1419,10,2012-08-17,1827797.4,0,88.83,4.002,130.7909677,7.17,3,4,1,2,4
1420,10,2012-08-24,1764984.15,0,82.5,4.055,130.8381613,7.17,3,4,1,2,4
1421,10,2012-08-31,1650285.54,0,86.97,3.886,130.8853548,7.17,3,4,1,2,4
1422,10,2012-09-07,1708283.28,1,83.07,4.124,130.9325484,7.17,3,4,1,2,4
1423,10,2012-09-14,1640168.99,0,78.47,3.966,130.9776667,7.17,3,4,1,2,4
1424,10,2012-09-21,1671857.57,0,81.93,4.125,131.0103333,7.17,3,4,1,2,4
1425,10,2012-09-28,1694862.41,0,82.52,3.966,131.043,7.17,3,4,1,2,4
1426,10,2012-10-05,1758971.38,0,80.88,4.132,131.0756667,6.943,4,4,1,2,4
1427,10,2012-10-12,1713889.11,0,76.03,4.468,131.1083333,6.943,4,4,1,2,4
1428,10,2012-10-19,1734834.82,0,72.71,4.449,131.1499677,6.943,4,3,1,2,4
1429,10,2012-10-26,1744349.05,0,70.5,4.301,131.1930968,6.943,4,3,1,2,4
1430,11,2010-02-05,1528008.64,0,46.04,2.572,214.4248812,7.368,1,1,4,2,1
1431,11,2010-02-12,1574684.08,1,48.01,2.548,214.5747916,7.368,1,2,4,2,1
1432,11,2010-02-19,1503298.7,0,48.3,2.514,214.6198868,7.368,1,2,4,2,1
1433,11,2010-02-26,1336404.65,0,52.79,2.561,214.6475127,7.368,1,2,4,2,1
1434,11,2010-03-05,1426622.65,0,53.96,2.625,214.6751386,7.368,1,2,4,2,1
1435,11,2010-03-12,1331883.16,0,64.1,2.667,214.7027646,7.368,1,3,4,2,1
1436,11,2010-03-19,1364207.0,0,61.51,2.72,214.5301219,7.368,1,2,4,2,1
1437,11,2010-03-26,1245624.27,0,58.09,2.732,214.3241011,7.368,1,2,4,2,1
1438,11,2010-04-02,1446210.26,0,66.16,2.719,214.1180803,7.343,2,3,4,2,1
1439,11,2010-04-09,1470308.32,0,69.57,2.77,213.9120595,7.343,2,3,4,2,1
1440,11,2010-04-16,1323243.35,0,67.81,2.808,213.7726889,7.343,2,3,4,2,1
1441,11,2010-04-23,1283766.55,0,68.37,2.795,213.7221852,7.343,2,3,4,2,1
1442,11,2010-04-30,1239766.89,0,71.13,2.78,213.6716815,7.343,2,3,4,2,1
1443,11,2010-05-07,1312329.78,0,75.57,2.835,213.6211778,7.343,2,4,4,2,1
1444,11,2010-05-14,1266796.13,0,77.64,2.854,213.6196139,7.343,2,4,4,2,1
1445,11,2010-05-21,1271646.62,0,76.97,2.826,213.9116886,7.343,2,4,4,2,1
1446,11,2010-05-28,1264272.52,0,79.69,2.759,214.2037634,7.343,2,4,4,2,1
1447,11,2010-06-04,1396322.19,0,79.66,2.705,214.4958382,7.343,2,4,4,2,1
1448,11,2010-06-11,1339570.85,0,82.81,2.668,214.787913,7.343,2,4,4,2,1
1449,11,2010-06-18,1336522.92,0,84.13,2.637,214.7858259,7.343,2,4,4,2,1
1450,11,2010-06-25,1262025.08,0,84.5,2.653,214.6660741,7.343,2,4,4,2,1
1451,11,2010-07-02,1302600.14,0,83.09,2.669,214.5463222,7.346,3,4,4,2,1
1452,11,2010-07-09,1280156.47,0,83.01,2.642,214.4265704,7.346,3,4,4,2,1
1453,11,2010-07-16,1290609.54,0,84.9,2.623,214.4176476,7.346,3,4,4,2,1
1454,11,2010-07-23,1244390.03,0,84.57,2.608,214.5564968,7.346,3,4,4,2,1
1455,11,2010-07-30,1250178.89,0,83.26,2.64,214.695346,7.346,3,4,4,2,1
1456,11,2010-08-06,1369634.92,0,86.54,2.627,214.8341952,7.346,3,4,4,2,1
1457,11,2010-08-13,1384339.1,0,87.73,2.692,214.9730444,7.346,3,4,4,2,1
1458,11,2010-08-20,1430192.37,0,88.93,2.664,214.9314191,7.346,3,4,4,2,1
1459,11,2010-08-27,1311263.07,0,87.7,2.619,214.8897938,7.346,3,4,4,2,1
1460,11,2010-09-03,1303914.27,0,84.94,2.577,214.8481685,7.346,3,4,4,2,1
1461,11,2010-09-10,1231428.46,1,81.93,2.565,214.8065431,7.346,3,4,4,2,1
1462,11,2010-09-17,1215676.31,0,83.04,2.582,214.8322484,7.346,3,4,4,2,1
1463,11,2010-09-24,1170103.25,0,77.36,2.624,214.9084516,7.346,3,4,4,2,1
1464,11,2010-10-01,1182490.46,0,75.11,2.603,214.9846548,7.564,4,4,4,2,1
1465,11,2010-10-08,1293472.8,0,68.71,2.633,215.060858,7.564,4,3,4,2,1
1466,11,2010-10-15,1175003.67,0,71.46,2.72,215.1293114,7.564,4,3,4,2,1
1467,11,2010-10-22,1169831.38,0,72.6,2.725,215.17839,7.564,4,3,4,2,1
1468,11,2010-10-29,1195036.0,0,74.21,2.716,215.2274686,7.564,4,3,4,2,1
1469,11,2010-11-05,1332759.13,0,64.41,2.689,215.2765472,7.564,4,3,4,2,1
1470,11,2010-11-12,1281675.6,0,63.74,2.728,215.3256258,7.564,4,3,4,2,1
1471,11,2010-11-19,1292346.57,0,58.63,2.771,215.2074519,7.564,4,2,4,2,1
1472,11,2010-11-26,1757242.51,1,69.9,2.735,215.0614025,7.564,4,3,4,2,1
1473,11,2010-12-03,1380522.64,0,55.9,2.708,214.9153531,7.564,4,2,4,2,1
1474,11,2010-12-10,1564516.43,0,53.33,2.843,214.7693037,7.564,4,2,4,2,1
1475,11,2010-12-17,1843971.15,0,54.63,2.869,214.704919,7.564,4,2,4,2,1
1476,11,2010-12-24,2306265.36,0,59.33,2.886,214.7017828,7.564,4,2,4,2,1
1477,11,2010-12-31,1172003.1,1,55.03,2.943,214.6986466,7.564,4,2,4,2,2
1478,11,2011-01-07,1178905.44,0,54.43,2.976,214.6955104,7.551,1,2,4,2,2
1479,11,2011-01-14,1194449.78,0,45.34,2.983,214.7470729,7.551,1,1,4,2,2
1480,11,2011-01-21,1187776.19,0,51.51,3.016,215.1268275,7.551,1,2,4,2,2
1481,11,2011-01-28,1100418.69,0,51.04,3.01,215.5065821,7.551,1,2,4,2,2
1482,11,2011-02-04,1422546.05,0,47.17,2.989,215.8863367,7.551,1,1,4,2,2
1483,11,2011-02-11,1419236.9,1,44.61,3.022,216.2660913,7.551,1,1,4,2,2
1484,11,2011-02-18,1554747.15,0,61.5,3.045,216.5843571,7.551,1,2,4,2,2
1485,11,2011-02-25,1323999.36,0,68.74,3.065,216.8780275,7.551,1,3,4,2,2
1486,11,2011-03-04,1399456.99,0,66.5,3.288,217.1716979,7.551,1,3,4,2,2
1487,11,2011-03-11,1314557.31,0,63.29,3.459,217.4653683,7.551,1,3,4,2,3
1488,11,2011-03-18,1391813.69,0,70.17,3.488,217.7235226,7.551,1,3,4,2,3
1489,11,2011-03-25,1229777.24,0,73.74,3.473,217.9674705,7.551,1,3,4,2,3
1490,11,2011-04-01,1258674.12,0,69.1,3.524,218.2114184,7.574,2,3,4,2,3
1491,11,2011-04-08,1327401.06,0,73.57,3.622,218.4553663,7.574,2,3,4,2,3
1492,11,2011-04-15,1312905.8,0,76.64,3.743,218.6788642,7.574,2,4,4,2,4
1493,11,2011-04-22,1388118.53,0,78.31,3.807,218.851237,7.574,2,4,4,2,4
1494,11,2011-04-29,1357589.89,0,79.97,3.81,219.0236099,7.574,2,4,4,2,4
1495,11,2011-05-06,1331453.41,0,71.39,3.906,219.1959827,7.574,2,3,4,2,4
1496,11,2011-05-13,1277959.42,0,80.93,3.899,219.3683556,7.574,2,4,4,2,4
1497,11,2011-05-20,1239466.97,0,76.97,3.907,219.127216,7.574,2,4,4,2,4
1498,11,2011-05-27,1216876.52,0,85.61,3.786,218.8860765,7.574,2,4,4,2,4
1499,11,2011-06-03,1343637.0,0,86.14,3.699,218.6449369,7.574,2,4,4,2,3
1500,11,2011-06-10,1314626.75,0,85.79,3.648,218.4037974,7.574,2,4,4,2,3
1501,11,2011-06-17,1337506.74,0,87.9,3.637,218.3551748,7.574,2,4,4,2,3
1502,11,2011-06-24,1254587.84,0,86.13,3.594,218.45094,7.574,2,4,4,2,3
1503,11,2011-07-01,1297472.06,0,86.43,3.524,218.5467052,7.567,3,4,4,2,3
1504,11,2011-07-08,1334627.96,0,87.17,3.48,218.6424704,7.567,3,4,4,2,3
1505,11,2011-07-15,1266546.73,0,88.3,3.575,218.7275216,7.567,3,4,4,2,3
1506,11,2011-07-22,1290576.44,0,87.8,3.651,218.7857881,7.567,3,4,4,2,3
1507,11,2011-07-29,1212938.67,0,89.46,3.682,218.8440545,7.567,3,4,4,2,3
1508,11,2011-08-05,1403198.94,0,90.04,3.684,218.9023209,7.567,3,4,4,2,3
1509,11,2011-08-12,1354188.43,0,90.3,3.638,218.9605873,7.567,3,4,4,2,3
1510,11,2011-08-19,1484169.74,0,89.51,3.554,219.023271,7.567,3,4,4,2,3
1511,11,2011-08-26,1304706.75,0,89.09,3.523,219.0866908,7.567,3,4,4,2,3
1512,11,2011-09-02,1297792.41,0,91.44,3.533,219.1501106,7.567,3,4,4,2,3
1513,11,2011-09-09,1249439.95,1,84.91,3.546,219.2135305,7.567,3,4,4,2,3
1514,11,2011-09-16,1270816.01,0,85.11,3.526,219.3972867,7.567,3,4,4,2,3
1515,11,2011-09-23,1235775.15,0,82.14,3.467,219.7414914,7.567,3,4,4,2,3
1516,11,2011-09-30,1190515.83,0,84.4,3.355,220.085696,7.567,3,4,4,2,2
1517,11,2011-10-07,1346271.06,0,76.97,3.285,220.4299007,7.197,4,4,4,2,2
1518,11,2011-10-14,1286388.96,0,75.56,3.274,220.7486167,7.197,4,4,4,2,2
1519,11,2011-10-21,1325107.53,0,70.91,3.353,220.9144005,7.197,4,3,4,2,2
1520,11,2011-10-28,1310684.1,0,72.66,3.372,221.0801842,7.197,4,3,4,2,2
1521,11,2011-11-04,1458287.38,0,61.13,3.332,221.245968,7.197,4,2,4,2,2
1522,11,2011-11-11,1366053.69,0,64.2,3.297,221.4117517,7.197,4,3,4,2,2
1523,11,2011-11-18,1315091.63,0,66.17,3.308,221.6432852,7.197,4,3,4,2,2
1524,11,2011-11-25,1848953.48,1,70.03,3.236,221.9011185,7.197,4,3,4,2,2
1525,11,2011-12-02,1399322.44,0,56.89,3.172,222.1589519,7.197,4,2,4,2,2
1526,11,2011-12-09,1646655.94,0,50.63,3.158,222.4167852,7.197,4,2,4,2,2
1527,11,2011-12-16,1783910.06,0,59.69,3.159,222.6426418,7.197,4,2,4,2,2
1528,11,2011-12-23,2213518.5,0,54.29,3.112,222.8258628,7.197,4,2,4,2,2
1529,11,2011-12-30,1352084.21,1,48.86,3.129,223.0090839,7.197,4,2,4,2,2
1530,11,2012-01-06,1283885.55,0,54.44,3.157,223.1923049,6.833,1,2,4,1,2
1531,11,2012-01-13,1264736.59,0,53.1,3.261,223.3755259,6.833,1,2,4,1,2
1532,11,2012-01-20,1207303.29,0,56.43,3.268,223.4700552,6.833,1,2,4,1,2
1533,11,2012-01-27,1162675.85,0,58.36,3.29,223.5645845,6.833,1,2,4,1,2
1534,11,2012-02-03,1376732.18,0,60.24,3.36,223.6591137,6.833,1,2,4,1,2
1535,11,2012-02-10,1574287.76,1,52.23,3.409,223.753643,6.833,1,2,4,1,2
1536,11,2012-02-17,1569607.94,0,52.77,3.51,223.9170153,6.833,1,2,4,1,3
1537,11,2012-02-24,1379473.03,0,61.11,3.555,224.1320199,6.833,1,2,4,1,3
1538,11,2012-03-02,1438383.44,0,62.61,3.63,224.3470245,6.833,1,2,4,1,3
1539,11,2012-03-09,1413382.76,0,61.44,3.669,224.5620291,6.833,1,2,4,1,3
1540,11,2012-03-16,1441884.28,0,64.21,3.734,224.7166953,6.833,1,3,4,1,3
1541,11,2012-03-23,1300593.61,0,67.16,3.787,224.7909104,6.833,1,3,4,1,4
1542,11,2012-03-30,1300104.03,0,70.23,3.845,224.8651254,6.833,1,3,4,1,4
1543,11,2012-04-06,1596325.01,0,74.19,3.891,224.9393405,6.664,2,3,4,1,4
1544,11,2012-04-13,1472752.01,0,72.74,3.891,225.0135556,6.664,2,3,4,1,4
1545,11,2012-04-20,1315356.99,0,71.97,3.877,225.0689541,6.664,2,3,4,1,4
1546,11,2012-04-27,1236238.29,0,73.4,3.814,225.1243526,6.664,2,3,4,1,4
1547,11,2012-05-04,1370251.22,0,79.07,3.749,225.1797511,6.664,2,4,4,1,4
1548,11,2012-05-11,1300147.07,0,75.13,3.688,225.2351496,6.664,2,4,4,1,3
1549,11,2012-05-18,1352442.31,0,72.53,3.63,225.2512024,6.664,2,3,4,1,3
1550,11,2012-05-25,1297335.87,0,78.44,3.561,225.2515168,6.664,2,4,4,1,3
1551,11,2012-06-01,1361595.33,0,81.67,3.501,225.2518313,6.664,2,4,4,1,3
1552,11,2012-06-08,1414343.53,0,82.1,3.452,225.2521458,6.664,2,4,4,1,3
1553,11,2012-06-15,1417875.42,0,84.97,3.393,225.2644795,6.664,2,4,4,1,2
1554,11,2012-06-22,1355680.3,0,83.26,3.346,225.3068615,6.664,2,4,4,1,2
